Name,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,Serious Cases,Total Tests,Population
Ecuador,"549,418",,"33,681 ",,"443,880",,"71,857",759,"2,136,008","18,045,284 "
Myanmar,"531,025",,"19,274 ",,"508,696",,"3,055",,"6,055,872","54,957,799 "
Lithuania,"524,128","+1,208","7,439 ",+17,"489,082",+275,"27,607",108,"6,633,047","2,665,183 "
Australia,"499,987","+37,059","2,266 ",+7,"272,072",,"225,649",170,"55,633,440","25,944,230 "
Panama,"498,785",,"7,433 ",,"476,527",,"14,825",35,"4,531,950","4,416,739 "
Paraguay,"468,933",,"16,637 ",,"448,282",,"4,014",46,"2,045,625","7,264,112 "
Slovenia,"467,565","+1,008","5,614 ",+11,"443,546",+575,"18,405",171,"2,085,749","2,079,367 "
Venezuela,"444,972",,"5,333 ",,"434,897",,"4,742",681,"3,359,014","28,314,841 "
Palestine,"439,987",,"4,675 ",,"432,018",,"3,294",55,"2,856,092","5,279,320 "
Ethiopia,"426,656",,"6,958 ",,"355,507",,"64,191",375,"4,131,607","119,234,985 "
Dominican Republic,"421,953",,"4,249 ",,"409,026",,"8,678",115,"2,584,828","11,011,306 "
Kuwait,"418,332",,"2,468 ",,"411,902",,"3,962",5,"6,002,841","4,365,397 "
Uruguay,"415,249",,"6,175 ",,"399,782",,"9,292",24,"4,432,563","3,491,820 "
Norway,"399,318",,"1,305 ",,"88,952",,"309,061",107,"9,341,906","5,484,923 "
Libya,"390,284",+634,"5,727 ",+5,"377,530",+562,"7,027",137,"2,041,820","7,011,596 "
Mongolia,"390,014",+138,"2,060 ",,"313,256",,"74,698",192,"4,030,048","3,357,545 "
Egypt,"387,159",,"21,797 ",,"321,568",,"43,794",122,"3,693,367","105,231,226 "
Honduras,"379,542",,"10,434 ",,"124,171",,"244,937",83,"1,139,978","10,141,102 "
Moldova,"376,602",,"10,290 ",,"362,809",,"3,503",118,"2,340,118","4,019,872 "
Armenia,"345,036",+29,"7,983 ",+6,"331,998",+140,"5,055",,"2,577,537","2,971,566 "
Oman,"306,008",+176,"4,117 ",,"300,532",+44,"1,359",2,"25,000,000","5,301,421 "
Kenya,"299,732","+1,223","5,394 ",+10,"256,551","+2,436","37,787",50,"3,046,316","55,548,392 "
Bosnia and Herzegovina,"291,313",,"13,442 ",,"192,218",,"85,653",,"1,483,234","3,250,144 "
Bahrain,"283,344",,"1,395 ",,"277,680",,"4,269",1,"8,069,956","1,790,206 "
Singapore,"280,290",,829 ,,"276,279",,"3,182",14,"21,098,774","5,919,462 "
Latvia,"277,692",+671,"4,594 ",+15,"263,011",+733,"10,087",77,"5,618,448","1,854,848 "
Finland,"277,339","+17,047","1,592 ",+28,"46,000",,"229,747",53,"8,701,434","5,553,655 "
Zambia,"261,221","+1,544","3,753 ",+10,"229,006","+2,725","28,462",337,"2,982,212","19,155,976 "
Qatar,"253,536","+1,177",618 ,,"246,076",+186,"6,842",32,"3,191,651","2,807,805 "
Nigeria,"243,450",,"3,039 ",,"215,352",,"25,059",11,"3,823,309","213,803,194 "
Estonia,"243,236",+686,"1,939 ",+1,"225,285",+226,"16,012",18,"2,538,216","1,327,876 "
North Macedonia,"225,730",,"7,975 ",,"212,927",,"4,828",,"1,608,232","2,083,245 "
Botswana,"219,509",,"2,444 ",,"204,811",,"12,254",1,"2,026,898","2,422,881 "
Algeria,"219,159",,"6,291 ",,"150,555",,"62,313",27,"230,861","45,039,564 "
Zimbabwe,"214,878",+664,"5,032 ",+15,"183,261",+850,"26,585",12,"1,849,956","15,187,784 "
Albania,"210,885",,"3,220 ",,"201,282",,"6,383",23,"1,487,339","2,873,074 "
Uzbekistan,"199,182",+64,"1,485 ",,"196,444",+107,"1,253",23,"1,377,915","34,197,505 "
Mozambique,"192,453",,"2,019 ",,"157,184",,"33,250",13,"1,104,929","32,568,488 "
Kyrgyzstan,"184,827",+41,"2,805 ",+1,"179,947",+44,"2,075",131,"1,907,195","6,685,782 "
Montenegro,"173,161",,"2,416 ",,"159,435",,"11,310",60,"988,673","628,185 "
Cyprus,"172,697",,639 ,,"124,370",,"47,688",60,"9,477,138","1,220,563 "
Afghanistan,"158,183",+27,"7,364 ",+3,"145,697",+22,"5,122","1,124","824,494","40,243,675 "
Namibia,"149,478",,"3,655 ",,"132,596",,"13,227",21,"874,033","2,609,972 "
Ghana,"146,119","+1,067","1,306 ",+3,"132,391",+154,"12,422",5,"2,117,923","32,046,218 "
Uganda,"145,963","+1,423","3,306 ",+4,"98,497",+8,"44,160",84,"2,166,777","47,906,324 "
El Salvador,"122,038",,"3,826 ",+1,"112,993",,"5,219",80,"1,527,819","6,535,379 "
Cambodia,"120,516",+6,"3,014 ",+1,"116,952",+12,550,,"2,768,904","17,066,398 "
Rwanda,"113,582",,"1,355 ",,"45,522",,"66,705",3,"4,038,012","13,433,810 "
Laos,"113,432",+665,391 ,+11,"7,339",,"105,702",,"923,360","7,434,078 "
Cameroon,"109,367",,"1,851 ",,"106,050",,"1,466",13,"1,751,774","27,537,010 "
Luxembourg,"103,766",,915 ,,"94,838",,"8,013",21,"3,813,874","641,266 "
Maldives,"96,052",,262 ,,"93,314",,"2,476",23,"1,883,895","554,834 "
Jamaica,"95,177",,"2,476 ",,"65,813",,"26,888",4,"710,661","2,980,588 "
Trinidad and Tobago,"92,659",,"2,914 ",,"74,266",,"15,479",22,"512,168","1,406,298 "
Angola,"82,920",,"1,772 ",,"64,709",,"16,439",3,"1,273,800","34,398,824 "
Réunion,"76,602",,409 ,,"69,431",,"6,762",34,"1,347,378","904,911 "
Malawi,"76,066",,"2,371 ",,"60,314",,"13,381",67,"490,214","19,871,343 "
Senegal,"75,959",+288,"1,890 ",,"72,881",+133,"1,188",7,"925,874","17,405,667 "
DRC,"74,793",,"1,205 ",,"50,930",,"22,658",,"846,704","93,643,302 "
Ivory Coast,"72,352",,720 ,,"62,517",,"9,115",,"1,240,423","27,358,055 "
Eswatini,"66,286",,"1,310 ",,"60,826",,"4,150",11,"431,808","1,178,206 "
Guadeloupe,"56,035",,750 ,,"2,250",,"53,035",23,"607,573","400,227 "
Malta,"55,062",+812,479 ,,"40,911",+240,"13,672",7,"1,211,456","443,310 "
Fiji,"55,009",+175,702 ,+2,"51,267",+8,"3,040",,"476,158","906,204 "
Suriname,"52,895",+283,"1,190 ",,"49,089",+1,"2,616",6,"171,517","594,528 "
Syria,"50,337",,"2,905 ",,"32,761",,"14,671",,"146,269","18,138,372 "
Madagascar,"50,279",,"1,027 ",,"44,708",,"4,544",22,"320,884","28,758,711 "
French Guiana,"48,937",,339 ,,"11,254",,"37,344",8,"492,185","310,293 "
Martinique,"48,473",,779 ,,104,,"47,590",1,"488,892","374,828 "
Sudan,"46,518",,"3,331 ",,"38,714",,"4,473",,"562,941","45,385,157 "
French Polynesia,"46,382",,636 ,,N/A,N/A,N/A,7,,"283,348 "
Cabo Verde,"42,811",,352 ,,"38,337",,"4,122",23,"394,669","565,057 "
Mauritania,"42,182",,872 ,,"39,271",,"2,039",25,"568,294","4,832,952 "
Gabon,"41,798",,288 ,,"37,499",,"4,011",15,"1,488,703","2,304,519 "
Guyana,"40,060",,"1,055 ",,"37,708",,"1,297",5,"428,651","792,255 "
Papua New Guinea,"36,192",+2,590 ,,"35,520",+5,82,7,"249,149","9,201,387 "
Guinea,"32,867",+196,391 ,,"29,922",,"2,554",49,"572,612","13,666,991 "
Belize,"32,840",,602 ,,"30,604",,"1,634",4,"384,064","408,462 "
Togo,"31,390",+225,250 ,+2,"26,209",+19,"4,931",,"619,936","8,569,801 "
Iceland,"31,070",+655,37 ,,"23,095","+2,441","7,938",7,"1,392,523","344,570 "
Lesotho,"29,756",,671 ,,"15,948",,"13,137",,"345,254","2,167,761 "
Tanzania,"29,306",,737 ,,N/A,N/A,N/A,7,,"62,285,373 "
Barbados,"28,960",,262 ,,"27,213",,"1,485",,"472,837","287,904 "
Channel Islands,"27,507",,113 ,,"22,739",,"4,655",,"1,135,131","176,270 "
Burundi,"27,366",,38 ,,773,,"26,555",,"345,742","12,421,721 "
Haiti,"25,985",,766 ,,"23,289",,"1,930",,"132,422","11,611,279 "
Bahamas,"25,285",,717 ,,"21,840",,"2,728",2,"185,443","398,888 "
Benin,"24,935",,161 ,,"24,705",,69,5,"604,310","12,599,430 "
Seychelles,"24,788",,134 ,,"24,033",,621,,,"99,262 "
Andorra,"23,740",,140 ,,"20,563",,"3,037",31,"249,838","77,451 "
Mauritius,"23,602",,762 ,,"21,952",,888,,"358,675","1,274,940 "
Somalia,"23,532",,"1,333 ",,"12,948",,"9,251",,"391,308","16,558,112 "
Mayotte,"22,732",,185 ,,"2,964",,"19,583",,"176,919","282,689 "
Curaçao,"22,551",,189 ,,"18,323",,"4,039",3,"391,243","165,101 "
Mali,"21,549",,668 ,,"18,854",,"2,027",,"540,200","21,125,390 "
Aruba,"21,471",,181 ,,"18,175",,"3,115",5,"177,885","107,447 "
Congo,"20,089",,367 ,,"12,421",,"7,301",,"301,494","5,721,818 "
Timor-Leste,"19,842",,122 ,,"19,709",,11,,"226,374","1,356,133 "
Burkina Faso,"17,632",,318 ,,"16,619",,695,,"239,193","21,762,806 "
Nicaragua,"17,487",,212 ,,"4,225",,"13,050",,,"6,742,920 "
Taiwan,"17,095",+25,850 ,,"15,902",+10,343,,"9,315,306","23,881,556 "
Tajikistan,"17,095",,124 ,,"16,966",,5,,,"9,859,045 "
Brunei ,"15,506",+7,98 ,,"15,317",+18,91,1,"688,046","443,771 "
South Sudan,"15,242",,135 ,,"12,934",,"2,173",1,"297,596","11,390,819 "
New Zealand,"14,306",+51,51 ,,"13,117",+73,"1,138",17,"5,608,446","5,002,100 "
Saint Lucia,"13,816",+84,301 ,,"13,183",+26,332,5,"109,583","184,888 "
Equatorial Guinea,"13,710",,175 ,,"13,410",,125,1,"263,190","1,472,068 "
Isle of Man,"13,695",,67 ,,"13,346",,282,1,"133,676","85,709 "
Djibouti,"13,685",,189 ,,"13,400",,96,,"259,365","1,009,572 "
New Caledonia,"12,854",+62,281 ,,"12,249",,324,4,"98,964","289,621 "
Hong Kong,"12,722",+29,213 ,,"12,214",,295,,"30,074,074","7,588,351 "
CAR,"12,163",,101 ,,"6,859",,"5,203",2,"74,519","4,955,816 "
Gambia,"10,170",,343 ,,"9,700",,127,4,"132,861","2,518,472 "
Yemen,"10,138",+8,"1,984  ",,"7,039",+12,"1,115",23,"265,253","30,811,554 "
Cayman Islands,"8,943",,12 ,,"5,237",,"3,694",11,"215,963","66,881 "
Gibraltar,"8,927",+95,100 ,,"7,908",+59,919,2,"452,048","33,676 "
San Marino,"8,202",,100 ,,"7,082",,"1,020",6,"105,844","34,038 "
Eritrea,"8,049",,76 ,,"7,773",,200,,"23,693","3,620,122 "
Niger,"7,438",,276 ,,"6,929",,233,2,"204,193","25,519,519 "
Sierra Leone,"7,179",,123 ,,N/A,N/A,N/A,,"259,958","8,220,413 "
Comoros,"6,907",+72,158 ,,"4,988",+188,"1,761",,,"897,396 "
Dominica,"6,862",,47 ,,"6,485",,330,,"125,649","72,255 "
Guinea-Bissau,"6,484",,149 ,,"6,302",,33,,"111,394","2,037,778 "
Bermuda,"6,420",,110 ,,"5,788",,522,,"699,028","61,932 "
Grenada,"6,306",,200 ,,"5,694",,412,,"95,373","113,306 "
Liberia,"6,278",,287 ,,"5,535",,456,2,"139,824","5,236,011 "
Liechtenstein,"6,236",+28,71 ,+2,"5,866",+151,299,10,"80,413","38,292 "
Chad,"6,183",,184 ,,"4,874",,"1,125",,"188,872","17,132,581 "
Faeroe Islands,"6,105",,14 ,,"5,141",,950,5,"648,000","49,142 "
St. Vincent Grenadines,"5,952",,83 ,,"5,305",,564,7,"94,386","111,469 "
Sint Maarten,"5,301",,75 ,,"4,683",,543,2,"62,056","43,607 "
Monaco,"5,253",,39 ,,"4,742",,472,4,"54,960","39,660 "
Antigua and Barbuda,"4,283",,119 ,,"4,063",,101,1,"18,559","99,147 "
Saint Martin,"4,250",,58 ,,"1,399",,"2,793",7,"78,366","39,656 "
Sao Tome and Principe,"3,912",,57 ,,"3,678",,177,,"29,036","225,267 "
Turks and Caicos,"3,562",+2,26 ,,"3,220",+22,316,,"94,789","39,503 "
British Virgin Islands,"3,492",,39 ,,N/A,N/A,N/A,8,"92,716","30,533 "
Caribbean Netherlands,"3,488",,23 ,,"3,236",,229,,"30,126","26,589 "
Saint Kitts and Nevis,"3,252",+59,28 ,,"2,793",,431,1,"60,263","53,764 "
Bhutan,"2,664",+4,3 ,,"2,650",,11,,"1,303,619","784,369 "
Greenland,"2,611",,1 ,,"2,264",,346,2,"138,520","56,918 "
St. Barth,"1,895",,6 ,,N/A,N/A,N/A,,"56,491","9,922 "
Anguilla,"1,674",,5 ,,"1,640",,29,,"51,382","15,204 "
Diamond Princess,712,,13 ,,699,,0,,, 
Wallis and Futuna,454,,7 ,,438,,9,,"20,508","10,943 "
Saint Pierre Miquelon,100,, ,,95,,5,,"14,120","5,751 "
Falkland Islands,83,, ,,N/A,N/A,N/A,,"8,316","3,632 "
Macao,79,, ,,77,,2,,"5,075","662,626 "
Montserrat,53,+2,1 ,,44,,8,,"3,412","4,997 "
Vatican City,27,, ,,27,,0,,,804 
Solomon Islands,24,, ,,20,,4,,"4,500","712,151 "
Palau,13,, ,,8,,5,,"17,775","18,224 "
Western Sahara,10,,1 ,,8,,1,,,"619,368 "
MS Zaandam,9,,2 ,,7,,0,,, 
Vanuatu,7,,1 ,,6,,0,,"23,000","317,912 "
Marshall Islands,4,, ,,4,,0,,,"59,790 "
Samoa,3,, ,,3,,0,,,"200,395 "
Saint Helena,2,, ,,2,,0,,,"6,104 "
